413,391,406,472,442,394,372,332
391,406,472,442,394,372,332,325
406,472,442,394,372,332,325,351
472,442,394,372,332,325,351,521
442,394,372,332,325,351,521,434
394,372,332,325,351,521,434,331
372,332,325,351,521,434,331,344
332,325,351,521,434,331,344,370
325,351,521,434,331,344,370,361
351,521,434,331,344,370,361,389
521,434,331,344,370,361,389,573
434,331,344,370,361,389,573,391
331,344,370,361,389,573,391,354
344,370,361,389,573,391,354,351
370,361,389,573,391,354,351,310
361,389,573,391,354,351,310,624
389,573,391,354,351,310,624,594
573,391,354,351,310,624,594,672
391,354,351,310,624,594,672,574
354,351,310,624,594,672,574,590
351,310,624,594,672,574,590,908
310,624,594,672,574,590,908,567
624,594,672,574,590,908,567,531
594,672,574,590,908,567,531,542
672,574,590,908,567,531,542,440
574,590,908,567,531,542,440,440
590,908,567,531,542,440,440,524
908,567,531,542,440,440,524,436
567,531,542,440,440,524,436,334
531,542,440,440,524,436,334,354
542,440,440,524,436,334,354,388
440,440,524,436,334,354,388,407
440,524,436,334,354,388,407,444
524,436,334,354,388,407,444,357
436,334,354,388,407,444,357,302
334,354,388,407,444,357,302,333
354,388,407,444,357,302,333,409
388,407,444,357,302,333,409,375
407,444,357,302,333,409,375,348
444,357,302,333,409,375,348,333
357,302,333,409,375,348,333,340
302,333,409,375,348,333,340,241
333,409,375,348,333,340,241,283
409,375,348,333,340,241,283,413
375,348,333,340,241,283,413,276
348,333,340,241,283,413,276,320
333,340,241,283,413,276,320,196
340,241,283,413,276,320,196,286
241,283,413,276,320,196,286,317
283,413,276,320,196,286,317,322
413,276,320,196,286,317,322,323
276,320,196,286,317,322,323,343
320,196,286,317,322,323,343,335
196,286,317,322,323,343,335,179
286,317,322,323,343,335,179,389
317,322,323,343,335,179,389,303
322,323,343,335,179,389,303,412
323,343,335,179,389,303,412,478
343,335,179,389,303,412,478,449
335,179,389,303,412,478,449,377
179,389,303,412,478,449,377,466
389,303,412,478,449,377,466,414
303,412,478,449,377,466,414,301
412,478,449,377,466,414,301,262
478,449,377,466,414,301,262,357
449,377,466,414,301,262,357,300
377,466,414,301,262,357,300,292
466,414,301,262,357,300,292,356
414,301,262,357,300,292,356,363
301,262,357,300,292,356,363,255
262,357,300,292,356,363,255,302
357,300,292,356,363,255,302,410
300,292,356,363,255,302,410,471
292,356,363,255,302,410,471,347
356,363,255,302,410,471,347,362
363,255,302,410,471,347,362,328
255,302,410,471,347,362,328,342
302,410,471,347,362,328,342,339
410,471,347,362,328,342,339,353
471,347,362,328,342,339,353,427
347,362,328,342,339,353,427,342
362,328,342,339,353,427,342,401
328,342,339,353,427,342,401,386
342,339,353,427,342,401,386,337
339,353,427,342,401,386,337,395
353,427,342,401,386,337,395,422
427,342,401,386,337,395,422,522
342,401,386,337,395,422,522,498
401,386,337,395,422,522,498,638
386,337,395,422,522,498,638,342
337,395,422,522,498,638,342,307
395,422,522,498,638,342,307,366
422,522,498,638,342,307,366,397
522,498,638,342,307,366,397,367
498,638,342,307,366,397,367,252
