1413,1450,1362,1403,1293,1508,1553,1315
1450,1362,1403,1293,1508,1553,1315,1385
1362,1403,1293,1508,1553,1315,1385,1310
1403,1293,1508,1553,1315,1385,1310,1408
1293,1508,1553,1315,1385,1310,1408,1370
1508,1553,1315,1385,1310,1408,1370,1501
1553,1315,1385,1310,1408,1370,1501,1935
1315,1385,1310,1408,1370,1501,1935,1
1385,1310,1408,1370,1501,1935,1,1829
1310,1408,1370,1501,1935,1,1829,1350
1408,1370,1501,1935,1,1829,1350,1313
1370,1501,1935,1,1829,1350,1313,1410
1501,1935,1,1829,1350,1313,1410,1614
1935,1,1829,1350,1313,1410,1614,1594
1,1829,1350,1313,1410,1614,1594,1302
1829,1350,1313,1410,1614,1594,1302,1437
1350,1313,1410,1614,1594,1302,1437,1320
1313,1410,1614,1594,1302,1437,1320,1329
1410,1614,1594,1302,1437,1320,1329,1417
1614,1594,1302,1437,1320,1329,1417,1484
1594,1302,1437,1320,1329,1417,1484,1543
1302,1437,1320,1329,1417,1484,1543,1399
1437,1320,1329,1417,1484,1543,1399,1490
1320,1329,1417,1484,1543,1399,1490,1324
1329,1417,1484,1543,1399,1490,1324,1343
1417,1484,1543,1399,1490,1324,1343,1311
1484,1543,1399,1490,1324,1343,1311,1508
1543,1399,1490,1324,1343,1311,1508,1597
1399,1490,1324,1343,1311,1508,1597,1237
1490,1324,1343,1311,1508,1597,1237,1266
1324,1343,1311,1508,1597,1237,1266,1167
1343,1311,1508,1597,1237,1266,1167,1277
1311,1508,1597,1237,1266,1167,1277,1264
1508,1597,1237,1266,1167,1277,1264,1455
1597,1237,1266,1167,1277,1264,1455,1397
1237,1266,1167,1277,1264,1455,1397,1370
1266,1167,1277,1264,1455,1397,1370,1287
1167,1277,1264,1455,1397,1370,1287,1312
1277,1264,1455,1397,1370,1287,1312,1173
1264,1455,1397,1370,1287,1312,1173,1157
1455,1397,1370,1287,1312,1173,1157,771
1397,1370,1287,1312,1173,1157,771,1971
1370,1287,1312,1173,1157,771,1971,1405
1287,1312,1173,1157,771,1971,1405,1442
1312,1173,1157,771,1971,1405,1442,1229
1173,1157,771,1971,1405,1442,1229,1302
1157,771,1971,1405,1442,1229,1302,1233
771,1971,1405,1442,1229,1302,1233,1459
1971,1405,1442,1229,1302,1233,1459,1293
1405,1442,1229,1302,1233,1459,1293,1104
1442,1229,1302,1233,1459,1293,1104,1217
1229,1302,1233,1459,1293,1104,1217,1167
1302,1233,1459,1293,1104,1217,1167,1116
1233,1459,1293,1104,1217,1167,1116,1219
1459,1293,1104,1217,1167,1116,1219,1608
1293,1104,1217,1167,1116,1219,1608,1413
1104,1217,1167,1116,1219,1608,1413,1239
1217,1167,1116,1219,1608,1413,1239,1237
1167,1116,1219,1608,1413,1239,1237,1191
1116,1219,1608,1413,1239,1237,1191,1231
1219,1608,1413,1239,1237,1191,1231,1334
1608,1413,1239,1237,1191,1231,1334,1490
1413,1239,1237,1191,1231,1334,1490,1440
1239,1237,1191,1231,1334,1490,1440,1254
1237,1191,1231,1334,1490,1440,1254,1252
1191,1231,1334,1490,1440,1254,1252,1218
1231,1334,1490,1440,1254,1252,1218,1120
1334,1490,1440,1254,1252,1218,1120,1189
1490,1440,1254,1252,1218,1120,1189,1348
1440,1254,1252,1218,1120,1189,1348,1493
1254,1252,1218,1120,1189,1348,1493,1295
1252,1218,1120,1189,1348,1493,1295,1376
1218,1120,1189,1348,1493,1295,1376,1395
1120,1189,1348,1493,1295,1376,1395,1275
1189,1348,1493,1295,1376,1395,1275,1322
1348,1493,1295,1376,1395,1275,1322,2347
1493,1295,1376,1395,1275,1322,2347,1357
1295,1376,1395,1275,1322,2347,1357,1384
1376,1395,1275,1322,2347,1357,1384,1306
1395,1275,1322,2347,1357,1384,1306,1344
1275,1322,2347,1357,1384,1306,1344,1509
1322,2347,1357,1384,1306,1344,1509,1544
